folder,zone,species,x,y,z,yaw_deg,scale
Preserve,FringeNorth,XfFirM,-192.00,305.29,-208.00,309.4,0.6245
Preserve,FringeNorth,XfFirM,-430.34,300.45,-119.34,282.8,0.4048
Preserve,FringeNorth,XfHinokiM,-368.00,228.48,-72.00,175.2,0.5129
Preserve,FringeNorth,XfHinokiM,-314.59,301.24,-151.80,220.8,0.6390
Preserve,FringeNorth,XfHinokiM,-300.00,260.85,-108.00,342.7,0.4670
Preserve,FringeNorth,XfSpruceM,-456.00,304.16,-80.00,9.1,0.4415
Preserve,FringeNorth,XfFirM,-129.12,279.41,-121.21,354.4,0.4962
Preserve,FringeNorth,XfSpruceM,-308.00,243.67,-76.00,42.6,0.5311
Preserve,FringeNorth,XfSpruceM,-216.00,306.31,-212.00,1.7,0.6022
Preserve,FringeNorth,XfHinokiM,-312.74,298.40,-150.35,103.2,0.4085
Preserve,FringeNorth,XfFirYr,-204.00,273.31,-168.00,340.9,0.6241
Preserve,FringeNorth,XfFirM,-130.43,257.64,-104.67,132.3,0.3806
Preserve,FringeNorth,XfSpruceM,-263.33,250.56,-83.71,248.8,0.4387
Preserve,FringeNorth,XfSpruceM,-334.57,299.32,-148.74,340.1,0.3240
Preserve,FringeNorth,XfSpruceM,-259.78,302.62,-169.18,354.1,0.4895
Preserve,FringeNorth,XfSpruceM,-296.00,303.95,-172.00,335.2,0.4769
Preserve,FringeNorth,XfHinokiYr,-412.00,299.00,-124.00,325.9,0.4784
Preserve,FringeNorth,XfSpruceM,-212.00,295.94,-192.00,287.0,0.4510
Preserve,FringeNorth,XfSpruceM,-346.52,304.00,-194.57,127.4,0.4630
Preserve,FringeNorth,XfFirYr,-432.00,265.60,-68.00,113.9,0.3754
Preserve,FringeNorth,XfFirM,-190.17,303.12,-212.25,40.7,0.4378
Preserve,FringeNorth,XfHinokiYr,-159.27,247.78,-115.91,120.3,0.4748
Preserve,FringeNorth,XfFirM,-280.00,305.65,-160.00,159.8,0.6005
Preserve,FringeNorth,XfFirM,-377.18,304.46,-190.23,232.8,0.6317
Preserve,FringeNorth,XfFirM,-218.26,231.08,-95.46,72.2,0.4132
Preserve,FringeNorth,XfHinokiM,-284.00,284.68,-96.00,318.2,0.3442
Preserve,FringeNorth,XfHinokiM,-412.00,251.98,-80.00,189.3,0.6005
Preserve,FringeNorth,XfMapleRed,-104.00,307.07,-156.00,141.1,0.6665
Preserve,FringeNorth,XfFirM,-108.79,264.56,-110.17,214.1,0.3237
Preserve,FringeNorth,XfSpruceM,-416.00,302.30,-196.00,278.5,0.4714
Preserve,FringeNorth,XfSpruceM,-268.79,246.64,-83.12,16.2,0.4580
Preserve,FringeNorth,XfSpruceM,-334.74,304.81,-191.47,166.6,0.5594
Preserve,FringeNorth,XfHinokiM,-112.00,298.14,-140.00,264.0,0.5778
Preserve,FringeNorth,XfSpruceM,-371.59,299.02,-134.88,295.3,0.4790
Preserve,FringeNorth,XfFirM,-280.00,306.35,-216.00,321.5,0.5610
Preserve,FringeNorth,XfHinokiM,-388.16,300.40,-163.28,349.4,0.3704
Preserve,FringeNorth,XfSpruceM,-261.58,267.53,-89.25,224.1,0.5817
Preserve,FringeNorth,XfSpruceM,-102.83,303.01,-214.14,275.2,0.3770
Preserve,FringeNorth,XfFirM,-404.18,303.24,-178.44,350.0,0.5939
Preserve,FringeNorth,XfFirM,-194.23,304.01,-202.59,295.0,0.3819
Preserve,FringeNorth,XfSpruceM,-146.57,223.12,-96.38,291.5,0.3238
Preserve,FringeNorth,XfMapleGold,-301.13,289.84,-145.86,188.8,0.3577
Preserve,FringeNorth,XfHinokiM,-392.00,240.20,-72.00,348.6,0.4277
Preserve,FringeNorth,XfHinokiM,-432.00,304.95,-180.00,104.0,0.6532
Preserve,FringeNorth,XfMapleGold,-294.60,284.65,-138.25,176.1,0.3263
Preserve,FringeNorth,XfHinokiM,-101.35,202.24,-87.02,198.3,0.3738
Preserve,FringeNorth,XfFirM,-436.00,301.83,-116.00,201.0,0.5734
Preserve,FringeNorth,XfFirM,-404.00,303.10,-184.00,334.1,0.5175
Preserve,FringeNorth,XfHinokiM,-231.00,250.44,-129.32,91.5,0.5020
Preserve,FringeNorth,XfHinokiM,-416.00,306.20,-216.00,204.7,0.6476
Preserve,FringeNorth,XfMapleGold,-395.07,302.01,-149.28,151.4,0.6382
Preserve,FringeNorth,XfSpruceM,-310.43,235.93,-72.20,125.9,0.5546
Preserve,FringeNorth,XfSpruceM,-432.21,304.72,-154.32,171.5,0.5815
Preserve,FringeNorth,XfFirM,-137.04,274.46,-121.67,103.9,0.4021
Preserve,FringeNorth,XfFirM,-439.13,300.34,-121.21,41.6,0.3309
Preserve,FringeNorth,XfSpruceM,-268.00,257.91,-88.00,215.0,0.4781
Preserve,FringeNorth,XfFirM,-182.83,304.49,-189.69,170.2,0.3246
Preserve,FringeNorth,XfMapleGold,-122.72,300.70,-187.21,104.0,0.9827
Preserve,FringeNorth,XfSpruceM,-264.00,303.07,-168.00,201.6,0.4115
Preserve,FringeNorth,XfSugi40,-201.88,259.16,-144.16,267.4,0.4955
Preserve,FringeNorth,XfHinokiM,-232.07,256.90,-132.39,133.2,0.6045
Preserve,FringeNorth,XfFirM,-161.67,298.62,-162.80,300.8,0.3911
Preserve,FringeNorth,XfSpruceM,-440.43,305.55,-163.31,298.1,0.6325
Preserve,FringeNorth,XfSpruceM,-228.00,244.41,-108.00,199.8,0.5475
Preserve,FringeNorth,XfSpruceM,-142.75,301.80,-217.86,209.8,0.5238
Preserve,FringeNorth,XfFirM,-128.38,285.05,-128.63,168.3,0.4070
Preserve,FringeNorth,XfHinokiM,-388.65,302.90,-168.22,233.5,0.6077
Preserve,FringeNorth,XfHinokiM,-276.00,302.40,-144.00,102.0,0.6238
Preserve,FringeNorth,XfHinokiM,-384.00,302.00,-164.00,161.0,0.4803
Preserve,FringeNorth,XfSpruceM,-436.00,305.03,-160.00,212.2,0.5990
Preserve,FringeNorth,XfFirM,-180.33,299.10,-179.88,12.2,0.6322
Preserve,FringeNorth,XfSpruceM,-320.00,270.08,-120.00,277.2,0.3269
Preserve,FringeNorth,XfSpruceM,-216.00,261.40,-144.00,310.5,0.5148
Preserve,FringeNorth,XfHinokiM,-238.76,260.32,-131.46,100.1,0.5405
Preserve,FringeNorth,XfFirM,-226.42,292.92,-176.75,106.2,0.6201
Preserve,FringeNorth,XfHinokiM,-144.11,300.42,-149.80,276.7,0.5692
Preserve,FringeNorth,XfSpruceM,-220.00,305.83,-214.23,156.1,0.5766
Preserve,FringeNorth,XfHinokiM,-140.00,301.27,-152.00,194.0,0.5749
Preserve,FringeNorth,XfHinokiM,-384.00,263.69,-92.00,320.0,0.4111
Preserve,FringeNorth,XfSpruceM,-212.00,236.86,-120.00,184.5,0.5136
Preserve,FringeNorth,XfFirM,-210.39,221.99,-101.41,54.7,0.3819
Preserve,FringeNorth,XfHinokiM,-144.21,300.03,-146.44,72.0,0.5583
Preserve,FringeNorth,XfSpruceM,-178.48,258.14,-112.32,46.2,0.4019
Preserve,FringeNorth,XfFirM,-212.00,221.84,-96.00,150.5,0.5449
Preserve,FringeNorth,XfFirM,-154.16,234.13,-107.48,40.2,0.4033
Preserve,FringeNorth,XfHinokiM,-384.00,298.17,-124.00,357.1,0.5169
Preserve,FringeNorth,XfFirM,-108.91,269.01,-114.27,294.7,0.5362
Preserve,FringeNorth,XfHinokiM,-381.29,301.84,-169.97,323.0,0.5380
Preserve,FringeNorth,XfHinokiM,-379.38,260.32,-87.13,16.6,0.4341
Preserve,FringeNorth,XfFirM,-247.90,308.74,-205.08,71.6,0.6182
Preserve,FringeNorth,XfHinokiYr,-153.89,269.23,-124.42,303.1,0.6388
Preserve,FringeNorth,XfFirM,-185.70,305.35,-189.97,28.7,0.4068
Preserve,FringeNorth,XfHinokiM,-248.00,286.05,-152.00,18.9,0.4551
Preserve,FringeNorth,XfSpruceM,-215.86,299.93,-195.62,288.4,0.4662
Preserve,FringeNorth,XfFirM,-228.00,290.24,-172.00,152.0,0.3308
Preserve,FringeNorth,XfHinokiM,-107.08,208.52,-93.02,329.2,0.4126
Preserve,FringeNorth,XfFirM,-226.30,290.46,-166.16,91.2,0.3190
Preserve,FringeNorth,XfFirM,-226.78,290.40,-176.13,199.2,0.3699
Preserve,FringeNorth,XfHinokiM,-232.00,307.13,-216.00,210.6,0.5410
Preserve,FringeNorth,XfHinokiM,-385.43,268.13,-95.82,167.6,0.5573
Preserve,FringeNorth,XfSpruceM,-368.00,254.51,-112.00,251.5,0.4379
Preserve,FringeNorth,XfFirM,-132.00,281.70,-124.00,52.1,0.6245
Preserve,FringeNorth,XfHinokiM,-164.00,207.81,-88.00,318.3,0.5852
Preserve,FringeNorth,XfMapleRed,-189.57,175.65,-69.70,344.7,0.4461
Preserve,FringeNorth,XfHinokiM,-108.00,201.34,-88.00,286.9,0.5596
Preserve,FringeNorth,XfHinokiM,-100.00,302.94,-192.00,330.2,0.4496
Preserve,FringeNorth,XfSpruceM,-372.00,303.04,-152.00,300.3,0.5902
Preserve,FringeNorth,XfMapleRed,-110.60,307.37,-156.58,76.2,0.8097
Preserve,FringeNorth,XfHinokiYr,-264.00,286.55,-112.00,298.3,0.4430
Preserve,FringeNorth,XfSpruceM,-176.00,269.53,-116.00,107.9,0.6430
Preserve,FringeNorth,XfSpruceM,-250.33,268.12,-79.45,176.0,0.4550
Preserve,FringeNorth,XfFirM,-250.11,307.99,-204.63,331.1,0.5342
Preserve,FringeNorth,XfFirM,-180.00,280.81,-136.00,148.3,0.4808
Preserve,FringeNorth,XfHinokiM,-256.00,306.19,-216.00,321.2,0.3223
Preserve,FringeNorth,XfSpruceM,-314.58,301.57,-180.97,347.7,0.3629
Preserve,FringeNorth,XfMapleRed,-196.00,183.13,-68.00,175.9,0.6280
Preserve,FringeNorth,XfHinokiM,-236.00,254.67,-128.00,358.5,0.4930
Preserve,FringeNorth,XfSpruceM,-320.00,301.26,-180.00,10.6,0.3611
Preserve,FringeNorth,XfFirM,-144.83,303.96,-181.13,233.1,0.5086
Preserve,FringeNorth,XfFirM,-158.82,299.93,-164.98,352.6,0.5352
Preserve,FringeNorth,XfFirM,-128.00,248.75,-100.00,257.3,0.5290
Preserve,FringeNorth,XfHinokiM,-244.00,307.29,-180.00,316.6,0.3920
Preserve,FringeNorth,XfFirM,-252.23,307.81,-201.55,303.6,0.5359
Preserve,FringeNorth,XfSpruceM,-265.11,301.86,-163.50,256.3,0.3585
Preserve,FringeNorth,XfMapleGold,-396.00,301.57,-144.00,49.0,0.6106
Preserve,FringeNorth,XfSpruceM,-319.57,302.82,-175.91,178.0,0.4796
Preserve,FringeNorth,XfSpruceM,-245.68,273.96,-79.40,131.4,0.6197
Preserve,FringeNorth,XfSpruceM,-269.88,304.33,-165.92,134.1,0.5380
Preserve,FringeNorth,XfHinokiM,-184.00,273.94,-156.00,355.7,0.5685
Preserve,FringeNorth,XfSpruceM,-319.76,300.97,-186.48,120.2,0.3171
Preserve,FringeNorth,XfFirM,-196.98,305.86,-204.80,8.0,0.5361
Preserve,FringeNorth,XfFirM,-256.00,284.51,-136.00,129.4,0.4885
Preserve,FringeNorth,XfFirM,-248.00,307.11,-200.00,116.5,0.4641
Preserve,FringeNorth,XfSpruceM,-316.92,279.63,-122.59,340.8,0.5104
Preserve,FringeSouth,XfHinokiM,-118.83,290.98,164.43,122.1,0.6343
Preserve,FringeSouth,XfHinokiM,-291.32,245.91,86.40,157.0,0.4821
Preserve,FringeSouth,XfMapleRed,-260.00,298.16,132.00,40.1,0.6095
Preserve,FringeSouth,XfSugi40,-170.03,185.03,72.12,81.6,0.6543
Preserve,FringeSouth,XfSpruceM,-420.12,303.64,193.18,213.4,0.5321
Preserve,FringeSouth,XfHinokiM,-456.00,311.83,192.00,82.5,0.4845
Preserve,FringeSouth,XfSpruceM,-227.50,286.85,113.41,168.0,0.5533
Preserve,FringeSouth,XfSpruceM,-145.84,211.23,108.90,39.5,0.6006
Preserve,FringeSouth,XfHinokiM,-218.62,278.87,142.00,49.8,0.4302
Preserve,FringeSouth,XfSpruceM,-133.31,275.76,153.58,107.8,0.5622
Preserve,FringeSouth,XfFirM,-452.74,300.83,114.24,130.0,0.6091
Preserve,FringeSouth,XfSugi40,-176.00,186.32,72.00,311.9,0.4737
Preserve,FringeSouth,XfHinokiM,-94.81,291.78,152.59,96.1,0.4242
Preserve,FringeSouth,XfFirYr,-339.77,269.91,139.57,52.2,0.4800
Preserve,FringeSouth,XfHinokiM,-100.00,292.38,152.00,53.4,0.4359
Preserve,FringeSouth,XfFirM,-456.71,304.24,115.14,9.7,0.5101
Preserve,FringeSouth,XfFirM,-412.33,276.45,139.34,47.7,0.6268
Preserve,FringeSouth,XfFirYr,-336.00,263.26,144.00,215.3,0.6536
Preserve,FringeSouth,XfHinokiM,-129.03,290.76,175.39,351.2,0.3185
Preserve,FringeSouth,XfHinokiM,-292.47,245.99,86.19,238.8,0.4905
Preserve,FringeSouth,XfHinokiM,-252.66,257.09,74.27,177.4,0.4919
Preserve,FringeSouth,XfSpruceM,-292.00,291.19,164.00,210.7,0.3782
Preserve,FringeSouth,XfHinokiM,-208.00,294.93,172.00,61.9,0.4883
Preserve,FringeSouth,XfFirM,-410.54,275.13,139.46,57.3,0.4850
Preserve,FringeSouth,XfHinokiM,-260.00,271.59,100.00,204.6,0.3677
Preserve,FringeSouth,XfFirM,-456.00,304.83,120.00,107.4,0.5264
Preserve,FringeSouth,XfFirM,-412.00,279.97,144.00,207.0,0.6348
Preserve,FringeSouth,XfMapleGold,-129.14,196.45,101.62,323.3,0.6636
Preserve,FringeSouth,XfFirYr,-329.68,255.04,146.42,344.4,0.6641
Preserve,FringeSouth,XfFirM,-452.66,295.78,124.49,266.5,0.3309
Preserve,FringeSouth,XfSpruceM,-411.36,303.84,195.38,174.6,0.4817
Preserve,FringeSouth,XfHinokiM,-380.00,260.33,124.00,104.1,0.5086
Preserve,FringeSouth,XfHinokiM,-296.69,229.87,78.63,187.9,0.4562
Preserve,FringeSouth,XfSpruceM,-275.61,248.01,83.44,69.0,0.4276
Preserve,FringeSouth,XfHinokiM,-203.49,297.92,172.29,8.9,0.5534
Preserve,FringeSouth,XfSugi40,-316.42,263.81,155.44,163.2,0.6590
Preserve,FringeSouth,XfFirYr,-339.63,269.62,139.35,167.5,0.3929
Preserve,FringeSouth,XfSpruceM,-457.94,296.01,68.26,291.5,0.4770
Preserve,FringeSouth,XfFirM,-436.00,286.74,108.00,128.8,0.5982
Preserve,FringeSouth,XfFirM,-120.76,229.85,126.49,250.5,0.3697
Preserve,FringeSouth,XfSpruceM,-135.54,277.85,151.09,184.8,0.6125
Preserve,FringeSouth,XfHinokiM,-124.00,296.64,180.00,104.4,0.6367
Preserve,FringeSouth,XfMapleRed,-317.22,248.38,137.94,307.5,0.3972
Preserve,FringeSouth,XfHinokiM,-390.58,297.80,167.79,33.0,0.3522
Preserve,FringeSouth,XfSpruceM,-270.40,244.37,85.31,349.0,0.4838
Preserve,FringeSouth,XfFirM,-128.57,231.97,127.74,96.3,0.6064
Preserve,FringeSouth,XfMapleRed,-308.83,249.48,129.79,281.5,0.4655
Preserve,FringeSouth,XfSpruceM,-335.36,305.91,212.80,262.5,0.5835
Preserve,FringeSouth,XfMapleGold,-190.05,247.73,125.93,69.3,0.6295
Preserve,FringeSouth,XfFirM,-288.95,267.93,129.68,48.7,0.5816
Preserve,FringeSouth,XfSpruceM,-382.04,237.14,95.25,236.8,0.3608
Preserve,FringeSouth,XfSpruceM,-417.96,303.84,202.43,34.8,0.5419
Preserve,FringeSouth,XfSpruceM,-192.00,288.29,156.00,56.8,0.3206
Preserve,FringeSouth,XfHinokiM,-436.00,284.33,88.00,68.1,0.4980
Preserve,FringeSouth,XfSugi40,-315.79,263.30,158.53,74.3,0.3921
Preserve,FringeSouth,XfHinokiM,-272.39,306.63,204.85,219.3,0.5893
Preserve,FringeSouth,XfSpruceM,-243.04,299.95,150.55,8.7,0.4053
Preserve,FringeSouth,XfHinokiM,-204.15,296.72,170.70,256.7,0.4737
Preserve,FringeSouth,XfFirM,-288.00,265.84,124.00,68.7,0.6457
Preserve,FringeSouth,XfSpruceM,-135.48,278.08,152.48,218.9,0.6317
Preserve,FringeSouth,XfHinokiM,-126.54,295.62,183.95,29.0,0.4171
Preserve,FringeSouth,XfFirM,-177.96,306.37,210.59,114.8,0.6364
Preserve,FringeSouth,XfHinokiM,-360.77,307.24,203.31,296.5,0.6545
Preserve,FringeSouth,XfSpruceM,-340.00,302.40,216.00,73.4,0.3211
Preserve,FringeSouth,XfFirM,-286.52,267.07,129.39,329.7,0.5260
Preserve,FringeSouth,XfHinokiM,-104.00,241.03,120.00,323.8,0.6119
Preserve,FringeSouth,XfSpruceM,-343.99,303.64,215.54,85.5,0.4543
Preserve,FringeSouth,XfSugi40,-419.84,287.23,167.04,241.9,0.5080
Preserve,FringeSouth,XfFirM,-312.00,303.76,208.00,111.6,0.4870
Preserve,FringeSouth,XfFirM,-172.00,276.48,140.00,15.3,0.3311
Preserve,FringeSouth,XfSpruceM,-449.20,280.41,85.72,203.5,0.5992
Preserve,FringeSouth,XfHinokiM,-339.76,288.62,186.76,255.0,0.3629
Preserve,FringeSouth,XfSpruceM,-370.76,238.01,92.68,86.2,0.4472
Preserve,FringeSouth,XfHinokiM,-224.00,279.01,144.00,242.5,0.4596
Preserve,FringeSouth,XfSpruceM,-446.14,271.48,77.02,221.8,0.5900
Preserve,FringeSouth,XfHinokiM,-113.60,295.09,166.45,204.6,0.5719
Preserve,FringeSouth,XfFirM,-436.00,290.65,160.00,13.2,0.3316
Preserve,FringeSouth,XfHinokiM,-196.00,187.61,72.00,183.9,0.3413
Preserve,FringeSouth,XfHinokiM,-107.00,194.58,94.77,28.9,0.6572
Preserve,FringeSouth,XfMapleGold,-172.00,301.38,192.00,263.4,0.7234
Preserve,FringeSouth,XfFirM,-268.00,294.44,116.00,260.0,0.5659
Preserve,FringeSouth,XfSpruceM,-276.00,303.94,184.00,316.4,0.5877
Preserve,FringeSouth,XfHinokiM,-204.50,301.41,175.38,173.9,0.5227
Preserve,FringeSouth,XfFirM,-439.90,292.07,161.05,176.2,0.4711
Preserve,FringeSouth,XfSugi40,-312.00,269.49,160.00,101.9,0.6656
Preserve,FringeSouth,XfHinokiM,-256.00,307.01,216.00,246.2,0.6448
Preserve,FringeSouth,XfSpruceM,-416.00,303.48,196.00,309.1,0.4779
Preserve,FringeSouth,XfHinokiM,-344.00,282.47,184.00,34.2,0.3393
Preserve,FringeSouth,XfSpruceM,-140.00,274.57,152.00,322.4,0.3830
Preserve,FringeSouth,XfSpruceM,-242.10,297.85,146.82,168.5,0.3858
Preserve,FringeSouth,XfSugi40,-179.27,188.85,76.92,76.1,0.5171
Preserve,FringeSouth,XfHinokiM,-300.00,293.52,188.00,295.9,0.6460
Preserve,FringeSouth,XfHinokiM,-268.00,306.43,200.00,134.9,0.5809
Preserve,FringeSouth,XfSpruceM,-272.00,237.30,80.00,214.1,0.3791
Preserve,FringeSouth,XfMapleGold,-128.00,203.72,108.00,52.9,0.6075
Preserve,FringeSouth,XfHinokiM,-377.45,267.78,128.78,205.7,0.3501
Preserve,FringeSouth,XfHinokiM,-347.41,290.99,187.65,34.4,0.4087
Preserve,FringeSouth,XfHinokiM,-112.00,193.69,92.00,121.6,0.4360
Preserve,FringeSouth,XfFirM,-147.05,244.11,132.03,78.5,0.6286
Preserve,FringeSouth,XfHinokiM,-377.32,253.69,118.52,100.7,0.5397
Preserve,FringeSouth,XfMapleGold,-181.42,246.17,121.39,322.5,0.4870
Preserve,FringeSouth,XfSpruceM,-396.32,246.06,109.68,71.2,0.4092
Preserve,FringeSouth,XfSugi40,-310.20,264.62,154.51,309.2,0.4443
Preserve,FringeSouth,XfHinokiM,-379.29,275.47,130.16,325.4,0.4522
Preserve,FringeSouth,XfSpruceM,-400.00,247.62,108.00,138.9,0.4027
Preserve,FringeSouth,XfFirM,-124.00,236.12,132.00,103.4,0.3508
Preserve,FringeSouth,XfSpruceM,-376.00,240.76,96.00,347.3,0.6347
Preserve,FringeSouth,XfSpruceM,-228.00,287.62,108.00,71.8,0.6373
Preserve,FringeSouth,XfMapleGold,-123.99,208.93,110.48,236.9,0.5868
Preserve,FringeSouth,XfHinokiM,-109.62,231.45,120.13,174.2,0.3480
Preserve,FringeSouth,XfSpruceM,-232.00,272.07,128.00,51.9,0.4685
Preserve,FringeSouth,XfFirM,-287.72,267.68,128.27,245.6,0.5608
Preserve,FringeSouth,XfFirM,-107.79,297.78,186.82,274.7,0.4380
Preserve,FringeSouth,XfSpruceM,-387.72,287.31,141.32,6.1,0.3665
Preserve,FringeSouth,XfHinokiM,-298.12,286.87,183.13,298.8,0.3928
Preserve,FringeSouth,XfMapleGold,-176.73,301.72,193.19,311.6,0.8571
Preserve,FringeSouth,XfHinokiM,-97.74,248.76,118.64,148.3,0.5327
Preserve,FringeSouth,XfHinokiM,-340.00,249.87,112.00,356.1,0.3489
Preserve,FringeSouth,XfSpruceM,-203.92,240.94,112.03,264.0,0.5814
Preserve,FringeSouth,XfFirM,-144.39,235.01,130.07,328.4,0.3380
Preserve,FringeSouth,XfSpruceM,-376.00,305.58,184.00,245.5,0.5617
Preserve,FringeSouth,XfSpruceM,-387.44,295.09,143.14,359.3,0.5449
Preserve,FringeSouth,XfFirM,-432.00,302.87,208.00,327.4,0.4092
Preserve,FringeSouth,XfFirYr,-360.00,259.96,108.00,10.6,0.6065
Preserve,FringeSouth,XfSpruceM,-436.00,306.60,184.00,287.3,0.5076
Preserve,FringeSouth,XfMapleGold,-188.00,243.30,120.00,298.7,0.7751
Preserve,FringeSouth,XfHinokiM,-347.64,284.39,185.85,44.1,0.3667
Preserve,FringeSouth,XfFirM,-104.00,299.13,184.00,67.1,0.6219
Preserve,FringeSouth,XfHinokiM,-240.00,300.36,196.00,324.0,0.6497
Preserve,FringeSouth,XfFirM,-152.49,253.06,133.22,140.4,0.4366
Preserve,FringeSouth,XfHinokiM,-280.00,281.20,104.00,252.1,0.6183
Preserve,FringeSouth,XfFirM,-99.11,296.95,188.62,102.6,0.3681
Preserve,FringeSouth,XfSpruceM,-229.00,281.43,101.11,42.8,0.6293
Preserve,FringeSouth,XfHinokiM,-383.20,295.23,162.98,56.9,0.5726
Preserve,FringeSouth,XfSpruceM,-395.37,249.16,112.44,153.9,0.5037
Preserve,FringeSouth,XfHinokiM,-359.47,305.45,204.81,200.5,0.4884
Preserve,FringeSouth,XfSpruceM,-378.62,235.75,91.68,340.9,0.3931
Preserve,FringeSouth,XfSpruceM,-235.27,274.06,130.38,231.5,0.3791
Preserve,FringeSouth,XfMapleGold,-177.37,301.49,193.69,273.8,0.7965
Preserve,FringeSouth,XfHinokiM,-121.57,276.71,156.26,52.2,0.6460
Preserve,FringeSouth,XfHinokiYr,-320.00,287.24,188.00,196.1,0.3995
Preserve,FringeSouth,XfHinokiM,-248.00,268.83,72.00,306.9,0.3648
Preserve,FringeSouth,XfFirYr,-200.00,263.28,140.00,327.1,0.5726
Preserve,FringeSouth,XfSpruceM,-392.00,296.72,144.00,43.1,0.4717
Preserve,FringeSouth,XfHinokiM,-358.69,281.10,137.94,298.3,0.4314
Preserve,FringeSouth,XfHinokiM,-242.52,300.70,199.52,75.7,0.5234
Preserve,FringeSouth,XfFirM,-428.00,268.34,128.00,49.5,0.4178
Preserve,FringeSouth,XfHinokiM,-271.51,306.59,195.95,29.6,0.4332
Preserve,FringeSouth,XfHinokiM,-356.00,305.69,200.00,228.7,0.4902
Preserve,FringeSouth,XfFirM,-104.21,297.78,189.31,161.0,0.4470
Preserve,FringeSouth,XfFirM,-292.00,303.41,212.00,160.8,0.3864
Preserve,FringeSouth,XfMapleGold,-191.08,258.40,126.88,94.5,0.5284
Preserve,FringeSouth,XfSpruceM,-236.01,273.65,130.88,167.8,0.3471
Preserve,FringeSouth,XfFirM,-421.46,265.05,126.59,279.5,0.6067
Preserve,FringeSouth,XfFirM,-228.00,305.61,216.00,107.6,0.6393
Preserve,FringeSouth,XfHinokiM,-394.14,297.99,162.16,157.5,0.4777
Preserve,FringeSouth,XfMapleRed,-312.00,250.96,136.00,167.8,0.4460
Preserve,FringeSouth,XfSpruceM,-209.87,250.76,106.09,247.2,0.6168
Preserve,FringeSouth,XfHinokiM,-253.06,257.72,72.27,148.2,0.4368
Preserve,FringeSouth,XfHinokiM,-359.82,305.43,202.84,320.6,0.4721
Preserve,FringeSouth,XfFirM,-413.80,276.86,138.15,349.9,0.5725
Preserve,FringeSouth,XfMapleRed,-160.00,278.47,160.00,142.2,0.9494
Preserve,FringeSouth,XfFirM,-160.00,230.62,112.00,307.2,0.6415
Preserve,FringeSouth,XfSpruceM,-144.00,201.23,104.00,102.5,0.3599
Preserve,FringeSouth,XfHinokiM,-388.00,297.25,164.00,300.0,0.5529
Preserve,FringeSouth,XfHinokiM,-244.18,301.71,199.62,122.3,0.6404
Preserve,FringeSouth,XfHinokiM,-263.77,308.88,195.62,15.2,0.6012
Preserve,FringeSouth,XfSpruceM,-223.74,274.66,102.48,5.8,0.4038
Preserve,FringeSouth,XfSpruceM,-396.00,289.41,139.50,40.2,0.4963
Preserve,FringeSouth,XfSpruceM,-236.00,292.14,92.00,131.6,0.6584
Preserve,FringeSouth,XfFirM,-432.06,292.20,159.25,303.4,0.6210
Preserve,FringeSouth,XfSpruceM,-160.00,305.37,208.00,80.4,0.4863
Preserve,FringeSouth,XfHinokiM,-352.00,256.51,88.00,321.3,0.5036
Preserve,FringeSouth,XfMapleRed,-306.76,251.24,133.37,96.6,0.3587
Preserve,FringeSouth,XfSpruceM,-208.00,248.34,112.00,201.8,0.5453
Preserve,FringeSouth,XfFirM,-285.37,305.68,213.02,340.9,0.6009
Preserve,FringeSouth,XfHinokiM,-114.66,193.41,95.56,151.0,0.6481
Preserve,FringeSouth,XfSugi40,-280.82,289.87,143.63,271.0,0.5888
Preserve,FringeSouth,XfHinokiM,-336.89,281.16,174.72,280.3,0.6242
Preserve,FringeSouth,XfHinokiM,-337.42,273.57,173.78,341.8,0.3300
Preserve,FringeSouth,XfFirM,-421.24,282.50,95.20,168.9,0.6223
Preserve,FringeSouth,XfFirM,-293.05,303.14,207.04,14.8,0.3230
Preserve,FringeSouth,XfFirM,-424.00,261.03,72.00,235.5,0.3809
Preserve,FringeSouth,XfSpruceM,-205.02,239.36,106.28,2.2,0.5670
Preserve,FringeSouth,XfHinokiM,-103.40,291.92,157.34,341.7,0.5677
Preserve,FringeSouth,XfFirM,-419.37,283.60,93.32,358.8,0.5543
Preserve,FringeSouth,XfFirM,-270.80,305.62,163.68,115.1,0.4877
Preserve,FringeSouth,XfHinokiM,-105.47,202.08,93.98,82.8,0.5290
Preserve,FringeSouth,XfFirM,-264.00,305.60,164.00,229.3,0.4844
Preserve,FringeSouth,XfFirM,-432.41,267.84,125.34,302.7,0.4961
Preserve,FringeSouth,XfFirM,-269.25,306.67,162.97,204.0,0.5703
Preserve,FringeSouth,XfFirM,-432.04,278.52,130.59,347.1,0.6055
Preserve,FringeSouth,XfFirM,-441.98,291.67,159.77,202.1,0.3885
Preserve,FringeSouth,XfHinokiM,-228.00,287.53,164.00,257.9,0.4849
Preserve,FringeSouth,XfFirM,-425.27,269.12,76.08,73.9,0.6236
Preserve,FringeSouth,XfSpruceM,-159.05,305.38,213.91,290.8,0.4370
Preserve,FringeSouth,XfFirM,-356.00,218.14,68.00,106.0,0.3621
Preserve,FringeSouth,XfHinokiM,-332.00,279.18,172.00,199.2,0.6310
Preserve,FringeSouth,XfFirM,-293.02,305.12,205.57,353.1,0.4892
Preserve,FringeSouth,XfFirM,-456.00,301.68,96.00,153.5,0.5114
